jns_karantina;komoditas;satuan;harga;Komsat
T;BUAH JERUK PURUT;box;456.408;BUAH JERUK PURUT/box
T;Daun Jambu Biji Bubuk;kilogram;455.873;Daun Jambu Biji Bubuk/kilogram
T;BUNGA LAWANG;kemasan;454.545;BUNGA LAWANG/kemasan
T;KEMIRI;carton;448.203;KEMIRI/carton
T;BIBIT NANGKA;kilogram;443.425;BIBIT NANGKA/kilogram
T;BUAH PISANG;meter kubik;441.766;BUAH PISANG/meter kubik
T;KAYU MERANTI;kilogram;437.907;KAYU MERANTI/kilogram
T;BIBIT SALAK;kilogram;437.275;BIBIT SALAK/kilogram
I;Induk Lobster Karang;ekor;431.523;Induk Lobster Karang/ekor
T;BIBIT KUNYIT;kilogram;430.119;BIBIT KUNYIT/kilogram
I;Ikan Tapah;ekor;427.923;Ikan Tapah/ekor
T;TEMBAKAU DAUN;kilogram;426.533;TEMBAKAU DAUN/kilogram
T;Kulit Buah Manggis;kilogram;426.466;Kulit Buah Manggis/kilogram
T;BUAH NANAS;kilogram;420.077;BUAH NANAS/kilogram
T;ILES-ILES;kilogram;419.114;ILES-ILES/kilogram
T;PALLET;meter kubik;416.667;PALLET/meter kubik
T;BUAH JERUK;box;415.838;BUAH JERUK/box
T;KAYU SENGON;kilogram;414.591;KAYU SENGON/kilogram
T;LENGKUAS;carton;409.266;LENGKUAS/carton
T;KAYU OLAHAN;kilogram;26.724;KAYU OLAHAN/kilogram
T;SANTAN KELAPA;kilogram;26.797;SANTAN KELAPA/kilogram
I;Cichlid geophagus;ekor;400.000;Cichlid geophagus/ekor
T;GULA MERAH;box;400.000;GULA MERAH/box
I;Coral;ekor;399.494;Coral/ekor
T;JAMUR KUPING;kilogram;395.476;JAMUR KUPING/kilogram
T;FULLY;kilogram;394.401;FULLY/kilogram
T;BENIH CABE PAPRIKA;kilogram;393.942;BENIH CABE PAPRIKA/kilogram
T;PERABOT ROTAN;kilogram;391.319;PERABOT ROTAN/kilogram
T;SINGKONG IRIS BEKU;carton;390.936;SINGKONG IRIS BEKU/carton
I;Scorpion;kilogram;390.038;Scorpion/kilogram
I;Kulit Ikan;kilogram;388.508;Kulit Ikan/kilogram
T;BIBIT SAWO;kilogram;384.301;BIBIT SAWO/kilogram
T;PERABOTAN KAYU;buah/butir/batang;383.014;PERABOTAN KAYU/buah/butir/batang
I;Biawak;ekor;382.500;Biawak/ekor
H;Ular Kobra;ekor;380.000;Ular Kobra/ekor
T;ADAS PEDAS;kilogram;376.191;ADAS PEDAS/kilogram
T;BIJI BUNGA MATAHARI;kilogram;375.000;BIJI BUNGA MATAHARI/kilogram
I;Kepiting;ekor;372.127;Kepiting/ekor
T;MATOA;meter kubik;372.082;MATOA/meter kubik
T;BUAH MANGGA;kilogram;371.912;BUAH MANGGA/kilogram
I;Ikan Tenggiri;kilogram;369.567;Ikan Tenggiri/kilogram
T;BUAH PISANG;box;368.910;BUAH PISANG/box
I;Ikan Hias Air Laut;kilogram;367.034;Ikan Hias Air Laut/kilogram
I;Gelembung Renang;kilogram;365.041;Gelembung Renang/kilogram
T;BIBIT RAMBUTAN;kilogram;362.150;BIBIT RAMBUTAN/kilogram
I;Arwana;ekor;353.040;Arwana/ekor
T;MACADAMIA;kilogram;350.000;MACADAMIA/kilogram
T;BUAH JERUK NIPIS;kilogram;349.420;BUAH JERUK NIPIS/kilogram
I;Perca;ekor;346.500;Perca/ekor
T;BENIH WORTEL;kilogram;344.118;BENIH WORTEL/kilogram
I;Ikan Pari;kilogram;343.134;Ikan Pari/kilogram
T;TALAS;kilogram;341.478;TALAS/kilogram
T;DAUN KETAPANG;kilogram;339.915;DAUN KETAPANG/kilogram
I;Tepung Ikan;kilogram;337.172;Tepung Ikan/kilogram
T;SERAT PISANG;kemasan;333.587;SERAT PISANG/kemasan
T;BIBIT CYCAS;buah/butir/batang;333.500;BIBIT CYCAS/buah/butir/batang
T;Kayu Putih;liter;333.333;Kayu Putih/liter
I;Live Lobster;kilogram;326.180;Live Lobster/kilogram
T;Getah Perca;kilogram;323.333;Getah Perca/kilogram
T;JINTAN;kilogram;320.635;JINTAN/kilogram
T;AIR KELAPA;liter;317.307;AIR KELAPA/liter
T;KAKAO CAIR;kilogram;316.306;KAKAO CAIR/kilogram
T;BUNGA MACE PAPUA;kilogram;313.879;BUNGA MACE PAPUA/kilogram
T;DEDAK GANDUM (Pellet);kilogram;310.512;DEDAK GANDUM (Pellet)/kilogram
T;TEPUNG INDUSTRI;kilogram;310.024;TEPUNG INDUSTRI/kilogram
T;TEPUNG SAGU;kilogram;308.169;TEPUNG SAGU/kilogram
T;DAUN KETEPENG;kilogram;306.624;DAUN KETEPENG/kilogram
H;Kepompong;KOLONI;300.000;Kepompong/KOLONI
T;JENETRI;box;300.000;JENETRI/box
T;KAYU GUARIUBA;buah/butir/batang;300.000;KAYU GUARIUBA/buah/butir/batang
I;Benih Kerapu;kilogram;297.733;Benih Kerapu/kilogram
T;SANTAN KELAPA;liter;297.707;SANTAN KELAPA/liter
T;KOPI BIJI;kemasan;297.324;KOPI BIJI/kemasan
T;GABAH;kilogram;296.019;GABAH/kilogram
I;Tengadak;kilogram;295.938;Tengadak/kilogram
I;Ikan Marlin;kilogram;295.134;Ikan Marlin/kilogram
T;BENIH PALEM ARCHONTOPHOENIX;kilogram;291.876;BENIH PALEM ARCHONTOPHOENIX/kilogram
T;IJUK LONTAR;meter kubik;291.571;IJUK LONTAR/meter kubik
T;BUAH PISANG BEKU;box;290.951;BUAH PISANG BEKU/box
T;KOPI BUBUK;kilogram;286.484;KOPI BUBUK/kilogram
T;BONSAI POHON PULE;buah/butir/batang;280.859;BONSAI POHON PULE/buah/butir/batang
T;BAHAN BAKU LAIN;kemasan;280.159;BAHAN BAKU LAIN/kemasan
I;Abalone;kilogram;279.855;Abalone/kilogram
T;BIJI KENARI;kilogram;276.897;BIJI KENARI/kilogram
T;KAKAO BUBUK;kilogram;276.124;KAKAO BUBUK/kilogram
T;BIBIT DENDROBIUM;buah/butir/batang;275.000;BIBIT DENDROBIUM/buah/butir/batang
T;Kepayang atau Kluwek;carton;275.000;Kepayang atau Kluwek/carton
I;Ikan Semah/Sapan/Empurau Hidup;ekor;273.243;Ikan Semah/Sapan/Empurau Hidup/ekor
I;Ikan Layur;kilogram;271.838;Ikan Layur/kilogram
T;MINYAK KELAPA MENTAH;kilogram;271.584;MINYAK KELAPA MENTAH/kilogram
T;HERBARIUM;kilogram;269.336;HERBARIUM/kilogram
T;ENCENG GONDOK;kemasan;268.950;ENCENG GONDOK/kemasan
I;Ikan Garing;ekor;268.807;Ikan Garing/ekor
T;JUTE;kilogram;266.028;JUTE/kilogram
I;Buntal;kilogram;264.820;Buntal/kilogram
T;LAMTORO GUNG;kilogram;262.086;LAMTORO GUNG/kilogram
I;Cangkang Kerang;kilogram;261.376;Cangkang Kerang/kilogram
T;BUAH NANGKA;kilogram;260.845;BUAH NANGKA/kilogram
T;BUNGA KERING;kilogram;260.582;BUNGA KERING/kilogram
T;KEMUKUS;kilogram;259.382;KEMUKUS/kilogram
T;KWACI;kilogram;258.500;KWACI/kilogram
I;Live Lobster;ekor;257.907;Live Lobster/ekor
T;BUAH NAGA;kilogram;257.799;BUAH NAGA/kilogram
T;Gula Kelapa;kilogram;257.568;Gula Kelapa/kilogram
T;JAMUR KANCING;box;256.698;JAMUR KANCING/box
T;KARUNG GONI;kilogram;255.327;KARUNG GONI/kilogram
T;Kakao Cake;kilogram;250.563;Kakao Cake/kilogram
T;DAUN KERING;lembar;250.227;DAUN KERING/lembar
H;Madu;liter;250.000;Madu/liter
T;BUAH MARKISA;kilogram;249.291;BUAH MARKISA/kilogram
T;BIBIT KELENGKENG;kilogram;248.435;BIBIT KELENGKENG/kilogram
I;Udang Kipas;kilogram;248.315;Udang Kipas/kilogram
I;Ikan Koi;ekor;247.782;Ikan Koi/ekor
I;Kepiting Alaska;kilogram;247.194;Kepiting Alaska/kilogram
T;KENCUR;carton;247.000;KENCUR/carton
T;REMPAH-REMPAH;carton;244.000;REMPAH-REMPAH/carton
T;BAY LEAF;carton;243.938;BAY LEAF/carton
I;Cacing Laut;kilogram;243.235;Cacing Laut/kilogram
T;BUAH MANGGIS;kilogram;243.059;BUAH MANGGIS/kilogram
I;Koi;ekor;240.266;Koi/ekor
T;BERAS;carton;240.000;BERAS/carton
I;Fish Gelatin;kilogram;239.268;Fish Gelatin/kilogram
T;TANAMAN KERING;kilogram;238.760;TANAMAN KERING/kilogram
I;Daging Hiu;kilogram;238.461;Daging Hiu/kilogram
T;BAHAN BAKU LAIN;buah/butir/batang;238.284;BAHAN BAKU LAIN/buah/butir/batang
T;BIJI KENARI;box;238.050;BIJI KENARI/box
I;Rajungan;kilogram;235.230;Rajungan/kilogram
I;Daging Kepiting;kilogram;234.817;Daging Kepiting/kilogram
T;Kayu Putih;kilogram;234.463;Kayu Putih/kilogram
T;KELOR;kilogram;232.608;KELOR/kilogram
I;Udang Jerbung;ekor;230.494;Udang Jerbung/ekor
I;Kerang Kapah;kilogram;230.369;Kerang Kapah/kilogram
I;Chromis fish;kilogram;230.000;Chromis fish/kilogram
T;BENIH PALM ORANIA;kilogram;230.000;BENIH PALM ORANIA/kilogram
I;Kuwe;kilogram;226.947;Kuwe/kilogram
T;CABE GILING;kilogram;226.736;CABE GILING/kilogram
T;BUNGA PALA;kilogram;600.000;BUNGA PALA/kilogram
T;JENITRI;kilogram;225.619;JENITRI/kilogram
T;KAKAO BUBUK;kemasan;224.366;KAKAO BUBUK/kemasan
I;Kerang Scallops;kilogram;223.189;Kerang Scallops/kilogram
T;DAMAR BATU;kilogram;220.445;DAMAR BATU/kilogram
T;MAKANAN KERING;kilogram;218.259;MAKANAN KERING/kilogram
T;RAGI;kilogram;217.224;RAGI/kilogram
I;Moa;ekor;216.761;Moa/ekor
T;BUBUK SAYURAN;kilogram;216.330;BUBUK SAYURAN/kilogram
T;LAIN-LAIN;liter;215.901;LAIN-LAIN/liter
I;Benih Kakap;kilogram;215.341;Benih Kakap/kilogram
T;CABE RAWIT;kilogram;214.780;CABE RAWIT/kilogram
T;TEPUNG JAGUNG;kilogram;214.754;TEPUNG JAGUNG/kilogram
I;Kulit Ikan Pari;kilogram;213.074;Kulit Ikan Pari/kilogram
T;KEMENYAN;kilogram;212.509;KEMENYAN/kilogram
T;KAYU BALSA;kilogram;210.933;KAYU BALSA/kilogram
T;BUNGA PINUS;kilogram;209.067;BUNGA PINUS/kilogram
I;Lobster;ekor;208.897;Lobster/ekor
I;Kulit Buaya;kilogram;206.759;Kulit Buaya/kilogram
I;Cangkang Kerang;gram;206.401;Cangkang Kerang/gram
T;BUNGA KERTAS;buah/butir/batang;205.333;BUNGA KERTAS/buah/butir/batang
I;Udang Windu;kilogram;205.192;Udang Windu/kilogram
T;Akar Tunjuk langit;kilogram;203.892;Akar Tunjuk langit/kilogram
T;LAIN-LAIN;box;201.627;LAIN-LAIN/box
H;Gelatin;kilogram;200.000;Gelatin/kilogram
H;Madu;kilogram;121.185;Madu/kilogram
H;Sarang Burung Walet;gram;200.000;Sarang Burung Walet/gram
I;Bala Shark;kilogram;200.000;Bala Shark/kilogram
I;Bawal Hias;kilogram;200.000;Bawal Hias/kilogram
I;Bulu Babi;kilogram;200.000;Bulu Babi/kilogram
I;Cichlid;kilogram;200.000;Cichlid/kilogram
I;Frozen Rainbow Trout;kilogram;200.000;Frozen Rainbow Trout/kilogram
I;Ikan Kerapu;ekor;200.000;Ikan Kerapu/ekor
T;BUAH PIR;buah/butir/batang;200.000;BUAH PIR/buah/butir/batang
T;DAUN SEGAR;botol;200.000;DAUN SEGAR/botol
T;KAPUK;liter;200.000;KAPUK/liter
T;Kulit Buah Manggis;buah/butir/batang;200.000;Kulit Buah Manggis/buah/butir/batang
T;PALA BIJI;box;200.000;PALA BIJI/box
T;WHITE PUMA;buah/butir/batang;200.000;WHITE PUMA/buah/butir/batang
T;LUMUT;buah/butir/batang;199.377;LUMUT/buah/butir/batang
T;ROTAN;kilogram;197.771;ROTAN/kilogram
T;DAUN LIMAU;kilogram;195.796;DAUN LIMAU/kilogram
I;Induk Lobster;kilogram;195.093;Induk Lobster/kilogram
I;Ikan Jenggot;kilogram;194.488;Ikan Jenggot/kilogram
T;BUBUK JAHE;kilogram;102.400;BUBUK JAHE/kilogram
T;Agar-agar;kilogram;194.341;Agar-agar/kilogram
T;BUAH BLUEBERRY;kilogram;193.835;BUAH BLUEBERRY/kilogram
T;BENIH PAKIS HAJI;buah/butir/batang;192.875;BENIH PAKIS HAJI/buah/butir/batang
T;MEDE BIJI;kilogram;191.833;MEDE BIJI/kilogram
H;Sapi;kilogram;190.000;Sapi/kilogram
I;Udang Argentina;kilogram;188.350;Udang Argentina/kilogram
I;Tulang Ikan;kilogram;188.004;Tulang Ikan/kilogram
I;Lobster Mutiara;kilogram;187.369;Lobster Mutiara/kilogram
I;Discus;ekor;187.080;Discus/ekor
T;BUNGA POLYGONATUM;buah/butir/batang;184.698;BUNGA POLYGONATUM/buah/butir/batang
T;BIBIT JERUK;kilogram;184.500;BIBIT JERUK/kilogram
I;Kulit Ikan Hiu;kilogram;183.224;Kulit Ikan Hiu/kilogram
T;BENIH LAMTORO GUNG;kilogram;181.818;BENIH LAMTORO GUNG/kilogram
T;MINYAK KEDELAI;kilogram;181.818;MINYAK KEDELAI/kilogram
T;BENIH TANAMAN PENUTUP;kilogram;181.255;BENIH TANAMAN PENUTUP/kilogram
I;Ikan Garing;kilogram;180.000;Ikan Garing/kilogram
I;Burung Laut;kilogram;179.913;Burung Laut/kilogram
T;PERABOT ROTAN;kemasan;179.507;PERABOT ROTAN/kemasan
I;Kepiting;kilogram;179.350;Kepiting/kilogram
T;BIBIT SOKA;buah/butir/batang;179.000;BIBIT SOKA/buah/butir/batang
T;GETAH PINUS;kilogram;178.457;GETAH PINUS/kilogram
I;Lobster Pasir;ekor;178.023;Lobster Pasir/ekor
I;Whitepaper Fish;ekor;177.823;Whitepaper Fish/ekor
T;ALFALFA;buah/butir/batang;175.600;ALFALFA/buah/butir/batang
T;BUNGA SEACREST;buah/butir/batang;175.500;BUNGA SEACREST/buah/butir/batang
T;BUNGA SNOWBALLS;buah/butir/batang;175.500;BUNGA SNOWBALLS/buah/butir/batang
T;BIJI CANOLA;kilogram;175.439;BIJI CANOLA/kilogram
I;Semah;ekor;175.239;Semah/ekor
T;Talas Beneng;kilogram;174.500;Talas Beneng/kilogram
I;Pakan Ikan;kemasan;173.843;Pakan Ikan/kemasan
I;Lobster Atlantik;ekor;173.824;Lobster Atlantik/ekor
T;ACAR;kilogram;172.971;ACAR/kilogram
I;Daging Kodok;kilogram;150.162;Daging Kodok/kilogram
T;BENIH PALEM ARECA;kilogram;172.500;BENIH PALEM ARECA/kilogram
T;BUNGA HIBISCUS KERING;kilogram;171.878;BUNGA HIBISCUS KERING/kilogram
I;Paros;kilogram;171.774;Paros/kilogram
T;BENIH KACANG PANJANG;kilogram;170.957;BENIH KACANG PANJANG/kilogram
I;Anthias;kilogram;170.000;Anthias/kilogram
T;BENIH KETUMBAR;kilogram;170.000;BENIH KETUMBAR/kilogram
T;BUAH NAGA;kemasan;169.500;BUAH NAGA/kemasan
I;Komet;ekor;169.479;Komet/ekor
I;Kekerangan;kilogram;168.878;Kekerangan/kilogram
T;PANDAN;buah/butir/batang;167.844;PANDAN/buah/butir/batang
T;AKAR PASAK BUMI;kilogram;167.324;AKAR PASAK BUMI/kilogram
T;BENIH EUCALYPTUS;kilogram;166.667;BENIH EUCALYPTUS/kilogram
T;BUAH LECI;kilogram;166.294;BUAH LECI/kilogram
T;SAYURAN SEGAR;kilogram;164.828;SAYURAN SEGAR/kilogram
T;PISTACHIO;kilogram;164.697;PISTACHIO/kilogram
T;BIBIT PALEM MERAH;buah/butir/batang;163.889;BIBIT PALEM MERAH/buah/butir/batang
T;DAUN PHYLODENDRON;kilogram;163.650;DAUN PHYLODENDRON/kilogram
T;JELUTUNG;kilogram;163.400;JELUTUNG/kilogram
T;SAYURAN PARE;kilogram;163.346;SAYURAN PARE/kilogram
T;NIPAH;kilogram;160.781;NIPAH/kilogram
T;PALA BIJI;kilogram;160.113;PALA BIJI/kilogram
T;BENIH PALEM CARYOTA;kilogram;160.000;BENIH PALEM CARYOTA/kilogram
T;JAMUR;box;159.626;JAMUR/box
T;BAMBU;buah/butir/batang;159.359;BAMBU/buah/butir/batang
I;Perca;kilogram;158.521;Perca/kilogram
I;Krill Shrimp;kilogram;158.302;Krill Shrimp/kilogram
T;BUMBU MACAM-MACAM;kilogram;157.623;BUMBU MACAM-MACAM/kilogram
T;DAUN KERING KOPI;kilogram;157.058;DAUN KERING KOPI/kilogram
T;KEMIRI;kemasan;155.840;KEMIRI/kemasan
T;DAUN SIRSAK KERING;kilogram;155.766;DAUN SIRSAK KERING/kilogram
T;BIBIT BERINGIN;buah/butir/batang;155.117;BIBIT BERINGIN/buah/butir/batang
I;Kodok;ekor;155.007;Kodok/ekor
T;BIBIT OKRA;kilogram;154.429;BIBIT OKRA/kilogram
T;JENGKOL;kilogram;153.870;JENGKOL/kilogram
T;AMPAS MINYAK SEREH;kilogram;153.537;AMPAS MINYAK SEREH/kilogram
I;Lepu;ekor;152.774;Lepu/ekor
T;BUAH KEMUKUS;kilogram;151.396;BUAH KEMUKUS/kilogram
T;GETAH DAMAR;kilogram;151.139;GETAH DAMAR/kilogram
H;Daging Babi;kemasan;150.000;Daging Babi/kemasan
H;Daging Kerbau;kilogram;150.000;Daging Kerbau/kilogram
H;Daging Sapi;kilogram;150.000;Daging Sapi/kilogram
H;Kasein;kilogram;150.000;Kasein/kilogram
H;Kelinci;ekor;150.000;Kelinci/ekor
H;Kulit Kambing Kering;lembar;150.000;Kulit Kambing Kering/lembar
H;Kulit Ular Kering;lembar;150.000;Kulit Ular Kering/lembar
H;Lebah;kilogram;150.000;Lebah/kilogram
H;Ular Pucuk;ekor;150.000;Ular Pucuk/ekor
I;Angel Fish;kilogram;150.000;Angel Fish/kilogram
I;Benih Dori;ekor;150.000;Benih Dori/ekor
I;Benih Ikan Hias Air Laut;kilogram;150.000;Benih Ikan Hias Air Laut/kilogram
I;Cumi-Cumi;kilogram;150.000;Cumi-Cumi/kilogram
T;ASAM JAWA;box;150.000;ASAM JAWA/box
T;BIBIT KELAPA;buah/butir/batang;150.000;BIBIT KELAPA/buah/butir/batang
T;BONSAI WARU;buah/butir/batang;150.000;BONSAI WARU/buah/butir/batang
T;CABE GILING;box;150.000;CABE GILING/box
T;KAYU TREMBESI;kilogram;150.000;KAYU TREMBESI/kilogram
I;Benih Udang Vaname;kilogram;149.773;Benih Udang Vaname/kilogram
T;KAYU SERPIHAN;kilogram;149.500;KAYU SERPIHAN/kilogram
I;Squid Liver Paste;kilogram;149.167;Squid Liver Paste/kilogram
I;Damsel;kilogram;149.044;Damsel/kilogram
I;Toman;ekor;148.952;Toman/ekor
T;BONSAI LOHANSUNG;buah/butir/batang;148.308;BONSAI LOHANSUNG/buah/butir/batang
T;ILES-ILES;buah/butir/batang;147.707;ILES-ILES/buah/butir/batang
T;GULA MERAH;kilogram;147.311;GULA MERAH/kilogram
I;Induk Lobster Karang;kilogram;147.151;Induk Lobster Karang/kilogram
I;Udang Jerbung;kilogram;145.793;Udang Jerbung/kilogram
T;BIBIT MANGGA;kilogram;145.646;BIBIT MANGGA/kilogram
I;Lobster Bambu;ekor;144.188;Lobster Bambu/ekor
T;BONSAI;buah/butir/batang;144.096;BONSAI/buah/butir/batang
I;Olahan Ikan;kilogram;142.546;Olahan Ikan/kilogram
I;Keong Macan;kilogram;142.314;Keong Macan/kilogram
T;BIBIT PETAI;kilogram;141.688;BIBIT PETAI/kilogram
I;Giant Trevally;ekor;140.553;Giant Trevally/ekor
I;Ikan Salmon;kilogram;140.371;Ikan Salmon/kilogram
I;Arwana Brazil;ekor;140.000;Arwana Brazil/ekor
T;Rumput Laut;liter;140.000;Rumput Laut/liter
I;Arwana Jardini;ekor;139.847;Arwana Jardini/ekor
T;BIBIT MANGGIS;kilogram;139.823;BIBIT MANGGIS/kilogram
T;TEMULAWAK;carton;139.000;TEMULAWAK/carton
T;AKAR PAKIS;kilogram;138.883;AKAR PAKIS/kilogram
I;Ikan Karang;ekor;138.160;Ikan Karang/ekor
I;Udang Krosok;kilogram;137.894;Udang Krosok/kilogram
I;Ikan Selar;ekor;137.700;Ikan Selar/ekor
T;BATANG PADI;kilogram;137.067;BATANG PADI/kilogram
T;BUAH KIWI;kilogram;136.667;BUAH KIWI/kilogram
T;BENIH KENAP;kilogram;136.300;BENIH KENAP/kilogram
T;JAMUR KANCING;kilogram;136.255;JAMUR KANCING/kilogram
I;Ikan Teri;kilogram;135.762;Ikan Teri/kilogram
I;Ikan Cobia;kilogram;135.241;Ikan Cobia/kilogram
T;BAHAN BAKU LAIN;kilogram;134.783;BAHAN BAKU LAIN/kilogram
T;BUBUK REMPAH;kilogram;134.158;BUBUK REMPAH/kilogram
T;BUNGA BROMELIA;buah/butir/batang;133.780;BUNGA BROMELIA/buah/butir/batang
T;KULIT KAYU ARAU;buah/butir/batang;133.780;KULIT KAYU ARAU/buah/butir/batang
I;Hdddock;kilogram;133.672;Hdddock/kilogram
T;CENGKEH;meter kubik;133.220;CENGKEH/meter kubik
I;Ikan Pelagis;kilogram;132.286;Ikan Pelagis/kilogram
T;KAYU PALLET;kilogram;132.233;KAYU PALLET/kilogram
T;BUAH RASPBERRY;kilogram;131.768;BUAH RASPBERRY/kilogram
T;BENIH RUMPUT;kilogram;131.090;BENIH RUMPUT/kilogram
I;Lobster;kilogram;130.816;Lobster/kilogram
H;Angsa;kilogram;130.000;Angsa/kilogram
H;Daging Domba;kilogram;130.000;Daging Domba/kilogram
H;Daging Kambing;kilogram;130.000;Daging Kambing/kilogram
H;Kulit Sapi Jadi;kilogram;130.000;Kulit Sapi Jadi/kilogram
I;Carrageenan;kilogram;130.000;Carrageenan/kilogram
T;BUAH MERAH;kilogram;130.000;BUAH MERAH/kilogram
T;BIBIT LIDAH BUAYA;kemasan;129.650;BIBIT LIDAH BUAYA/kemasan
I;Ikan Air Tawar;ekor;129.595;Ikan Air Tawar/ekor
T;BIBIT BOUGENFIL;buah/butir/batang;129.167;BIBIT BOUGENFIL/buah/butir/batang
I;Udang Pink;kilogram;128.756;Udang Pink/kilogram
T;BIBIT ALPUKAT;buah/butir/batang;128.687;BIBIT ALPUKAT/buah/butir/batang
I;Ikan Sukang;kilogram;128.134;Ikan Sukang/kilogram
T;BUNGA HIBISCUS KERING;buah/butir/batang;128.000;BUNGA HIBISCUS KERING/buah/butir/batang
I;Cherax;kilogram;127.935;Cherax/kilogram
I;Fire Eel;ekor;127.717;Fire Eel/ekor
T;KAYU KOPI;kilogram;127.689;KAYU KOPI/kilogram
I;Kod;kilogram;127.605;Kod/kilogram
I;Ikan Otek;kilogram;127.571;Ikan Otek/kilogram
T;VESICULARIA DUBYANA;buah/butir/batang;126.293;VESICULARIA DUBYANA/buah/butir/batang
T;RUMPUT GANDUM;kilogram;126.081;RUMPUT GANDUM/kilogram
I;Ringau;ekor;125.762;Ringau/ekor
T;MEDIA TANAM/SERBUK KELAPA;kilogram;125.638;MEDIA TANAM/SERBUK KELAPA/kilogram
I;Rumput Laut;kilogram;125.426;Rumput Laut/kilogram
T;RUMPUT GAJAH;kilogram;125.367;RUMPUT GAJAH/kilogram
T;BUAH SALAK;kilogram;125.348;BUAH SALAK/kilogram
I;Induk Udang Vaname;kilogram;125.344;Induk Udang Vaname/kilogram
T;KETUMBAR;buah/butir/batang;125.050;KETUMBAR/buah/butir/batang
T;BIJI BUNGA MATAHARI;buah/butir/batang;125.000;BIJI BUNGA MATAHARI/buah/butir/batang
T;PINANG;kilogram;124.736;PINANG/kilogram
T;JAMUR PUTIH;kilogram;124.695;JAMUR PUTIH/kilogram
T;BIBIT DURIAN;kilogram;124.548;BIBIT DURIAN/kilogram
T;DAUN SEGAR;kilogram;124.314;DAUN SEGAR/kilogram
T;KUMIS KUCING;kilogram;124.306;KUMIS KUCING/kilogram
T;DAUN KARI;kilogram;124.197;DAUN KARI/kilogram
I;Ikan Bawal;kilogram;123.874;Ikan Bawal/kilogram
I;Ikan Pipa;kilogram;123.441;Ikan Pipa/kilogram
T;BIBIT PALEM WAREGU;buah/butir/batang;123.321;BIBIT PALEM WAREGU/buah/butir/batang
I;Ikan Malong;kilogram;123.312;Ikan Malong/kilogram
T;BUAH JERUK KINGKIT;kilogram;123.000;BUAH JERUK KINGKIT/kilogram
T;Daging Kelapa;kilogram;122.993;Daging Kelapa/kilogram
T;BUAH MANGGIS;box;122.914;BUAH MANGGIS/box
I;Lobster Air Laut -- Hidup;kilogram;122.797;Lobster Air Laut -- Hidup/kilogram
T;BUAH ASAM;carton;121.000;BUAH ASAM/carton
T;BUBUK KUNYIT;kilogram;56.000;BUBUK KUNYIT/kilogram
I;Telur Bulu Babi;kilogram;120.969;Telur Bulu Babi/kilogram
H;Daging Babi;kilogram;120.000;Daging Babi/kilogram
H;Daging Bebek / Itik;kilogram;120.000;Daging Bebek / Itik/kilogram
H;Daging Kuda;kilogram;120.000;Daging Kuda/kilogram
H;Daging Sapi Cincang;kilogram;120.000;Daging Sapi Cincang/kilogram
H;Kulit Kambing Kering;kilogram;120.000;Kulit Kambing Kering/kilogram
I;Benih Discus;ekor;120.000;Benih Discus/ekor
T;BIBIT AKASIA;kilogram;120.000;BIBIT AKASIA/kilogram
T;BIBIT CTENANTA;buah/butir/batang;120.000;BIBIT CTENANTA/buah/butir/batang
T;MANISAN KELAPA;kilogram;120.000;MANISAN KELAPA/kilogram
T;BAHAN CAMPURAN;kilogram;119.795;BAHAN CAMPURAN/kilogram
I;Capit Kepiting;kilogram;119.122;Capit Kepiting/kilogram
I;Pakan Ikan;kilogram;119.037;Pakan Ikan/kilogram
T;BABY PAKCOI;kilogram;118.789;BABY PAKCOI/kilogram
T;KAYU JATI/FURNITURE;set;118.750;KAYU JATI/FURNITURE/set
I;Ikan Kaneke;kilogram;117.253;Ikan Kaneke/kilogram
T;ERIA JAVANICA(X);buah/butir/batang;117.067;ERIA JAVANICA(X)/buah/butir/batang
I;Induk Lobster;ekor;116.766;Induk Lobster/ekor
I;Induk Udang Windu;kilogram;116.157;Induk Udang Windu/kilogram
T;KETUMBAR;kilogram;114.805;KETUMBAR/kilogram
T;BUNGA LAWANG;kilogram;114.553;BUNGA LAWANG/kilogram
T;SAYURAN BEKU;kilogram;114.419;SAYURAN BEKU/kilogram
T;BUAH MAHKOTA DEWA;kilogram;114.299;BUAH MAHKOTA DEWA/kilogram
T;BUNGA SYMPHORICARPOS;kilogram;113.600;BUNGA SYMPHORICARPOS/kilogram
T;KACANG MERAH;kilogram;113.355;KACANG MERAH/kilogram
T;BAHAN BAKU LAIN;liter;111.454;BAHAN BAKU LAIN/liter
T;BUAH JERUK;kilogram;111.454;BUAH JERUK/kilogram
T;CABE JAMU;kilogram;111.241;CABE JAMU/kilogram
I;Emperor;kilogram;110.058;Emperor/kilogram
H;Kerbau;kilogram;110.000;Kerbau/kilogram
T;BUAH DURIAN;kilogram;109.678;BUAH DURIAN/kilogram
T;PERSIMMON;kilogram;109.271;PERSIMMON/kilogram
I;Udang Windu;kilogram;109.000;Udang Windu/kilogram
T;BUAH STRAWBERRY;kilogram;108.945;BUAH STRAWBERRY/kilogram
T;KOPI INSTAN;kilogram;108.939;KOPI INSTAN/kilogram
T;BONSAI SANCANG;buah/butir/batang;107.520;BONSAI SANCANG/buah/butir/batang
I;Ikan Sole;kilogram;107.379;Ikan Sole/kilogram
I;Sisik Ikan;kilogram;106.938;Sisik Ikan/kilogram
